date,avg_sentiment,tweet_count,Open,High,Low,Close,Adj Close,Volume,price_change_pct
2021-10-21,0.2833333333333333,180,285.3333435058594,300.0,285.1666564941406,298.0,298.0,94444500,4.439248613045644
2021-10-22,0.4550898203592814,167,298.5,303.3333435058594,296.9866638183594,303.2266540527344,303.2266540527344,68642400,1.5834686943833751
2021-10-25,0.42424242424242425,462,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,341.6199951171875,188556300,7.819849933377139
2021-10-26,0.20588235294117646,238,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,339.4766540527344,187245000,-0.6109174420700144
2021-10-27,0.20903954802259886,177,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,345.9533386230469,115579500,-0.17313527993476496
2021-10-28,0.304,125,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,359.0133361816406,81639600,0.8171795645719687
2021-10-29,0.3333333333333333,189,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,2.970813746805818
2021-11-01,0.2681992337164751,261,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,5.5537169491621645
2021-11-02,0.17073170731707318,205,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,1.0902526773622963
2021-11-03,0.3,130,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,3.102783348418063
2021-11-04,0.2080536912751678,149,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,-0.36454662443190705
2021-11-05,0.3595505617977528,89,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,-0.4812706445632924
2021-11-08,0.11981566820276497,217,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,1.1436865687436333
2021-11-09,0.14427860696517414,201,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,-12.789712206453608
2021-11-10,0.12169312169312169,189,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,5.69471561850215
2021-11-11,0.1986754966887417,151,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,-3.5601267858893704
2021-11-12,0.20155038759689922,129,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,-1.3441515019062635
2021-11-15,0.0728476821192053,151,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,-0.416653434075561
2021-11-16,0.14728682170542637,129,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,351.57666015625,79627200,5.125031241955681
2021-11-17,0.24778761061946902,113,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,363.0033264160156,94336200,2.3977208016449207
2021-11-18,0.078125,128,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,365.4599914550781,62696700,-0.9190767499909196
2021-11-19,0.3008130081300813,123,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,379.0199890136719,64926900,3.475382940233488
2021-11-22,0.2661290322580645,124,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,385.6233215332031,99217500,-0.4697480092342764
2021-11-23,0.21428571428571427,126,389.1700134277344,393.5,354.2333374023437,369.6766662597656,369.6766662597656,108515100,-5.0089540548808245
2021-11-24,0.14285714285714285,98,360.1300048828125,377.5899963378906,354.0,372.0,372.0,67680600,3.2960305879122833
2021-11-26,0.04597701149425287,87,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,360.6400146484375,35042700,-1.5962170159671663
2021-11-29,0.26804123711340205,97,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,378.9966735839844,58393500,3.269784405076874
2021-11-30,0.1836734693877551,98,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,381.586669921875,81276000,0.034081166939156
2021-12-01,0.2,115,386.8999938964844,390.9466552734375,363.586669921875,365.0,365.0,68450400,-5.660375870242
2021-12-02,0.33620689655172414,116,366.3533325195313,371.0,352.2166748046875,361.5333251953125,361.5333251953125,73114800,-1.3156717562987745
2021-12-03,0.21367521367521367,117,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,338.3233337402344,92322000,-6.436272027547093
2021-12-06,0.2546583850931677,161,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,336.336669921875,81663000,0.7488692001945305
2021-12-07,0.13793103448275862,116,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,350.5833435058594,56084700,0.7230403643030625
2021-12-08,0.30392156862745096,102,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,356.32000732421875,41906400,1.5436408543797397
2021-12-09,0.056074766355140186,107,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,334.6000061035156,59438400,-5.359025368715471
2021-12-10,0.25688073394495414,109,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,0.8208207481412639
2021-12-13,0.3106060606060606,132,333.6966552734375,335.0,317.1400146484375,322.1366577148437,322.1366577148437,78595500,-3.4642233824972926
2021-12-14,0.06015037593984962,133,315.0,322.1366577148437,310.0,319.5033264160156,319.5033264160156,70806300,1.429627433655754
2021-12-15,0.23529411764705882,102,317.7366638183594,326.25,309.4166564941406,325.3299865722656,325.3299865722656,75169200,2.3898163537863315
2021-12-16,0.15789473684210525,114,331.5,331.6600036621094,307.2833251953125,308.97332763671875,308.97332763671875,82771500,-6.795376278516215
2021-12-17,0.20353982300884957,113,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,310.8566589355469,100437300,1.9458395985158923
2021-12-20,0.27450980392156865,102,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,299.9800109863281,56480100,-1.1815097464400544
2021-12-21,0.28431372549019607,102,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,312.84332275390625,71517900,2.362385561573952
2021-12-22,0.2754491017964072,167,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,336.2900085449219,93634200,4.474665378282927
2021-12-23,0.3051948051948052,154,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,355.6666564941406,92713200,5.979335526124947
2021-12-27,0.45689655172413796,116,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,364.6466674804688,71145900,1.8879132011180868
2021-12-28,0.3523809523809524,105,369.8299865722656,373.0,359.47332763671875,362.8233337402344,362.8233337402344,60324000,-1.8945604971007766
2021-12-29,0.23952095808383234,167,366.21331787109375,368.0,354.7133178710937,362.0633239746094,362.0633239746094,56154000,-1.1332176340853783
2021-12-30,0.08943089430894309,123,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,356.7799987792969,47040900,0.8489328581087481
2021-12-31,0.296875,128,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,352.260009765625,40733700,-1.55201437087302
2022-01-03,0.3517915309446254,307,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,399.9266662597656,103931400,4.533214278221872
2022-01-04,0.1357142857142857,140,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,383.1966552734375,100248300,-3.3592553808349046
2022-01-05,0.12337662337662338,154,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,362.7066650390625,80119800,-5.104437103795799
2022-01-06,0.28205128205128205,117,359.0,362.6666564941406,340.1666564941406,354.8999938964844,354.8999938964844,90336600,-1.1420629814806755
2022-01-07,0.11851851851851852,135,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,342.32000732421875,84164700,-4.943671554840672
2022-01-10,0.28,150,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,352.7066650390625,91815000,5.8119962825928875
2022-01-11,0.22935779816513763,109,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,354.79998779296875,66063300,1.0183435651374078
2022-01-12,0.17687074829931973,147,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,368.739990234375,83739000,2.536957356886109
2022-01-13,0.11538461538461539,156,369.6900024414063,371.8666687011719,342.17999267578125,343.85333251953125,343.85333251953125,97209900,-6.988739146650312
2022-01-14,0.2883435582822086,163,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,349.8699951171875,72924300,2.9150499797617715
2022-01-18,0.18181818181818182,99,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,343.5033264160156,66743400,0.3798875248265032
2022-01-19,0.15841584158415842,101,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,331.8833312988281,75442500,-4.421575864339783
2022-01-20,0.2692307692307692,104,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,332.0899963378906,70488600,-1.3330288013068161
2022-01-21,-0.06918238993710692,159,332.11334228515625,334.8500061035156,313.5,314.6333312988281,314.6333312988281,103416000,-5.263266710712149
2022-01-24,0.20121951219512196,164,301.586669921875,311.1700134277344,283.8233337402344,310.0,310.0,151565700,2.789688974086436
2022-01-25,0.1910828025477707,157,304.7333374023437,317.086669921875,301.07000732421875,306.1333312988281,306.1333312988281,86595900,0.4594160614058449
2022-01-26,0.3248407643312102,314,317.4766540527344,329.2300109863281,302.0,312.4700012207031,312.4700012207031,104867400,-1.577014488504601
2022-01-27,0.04182509505703422,263,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,276.3666687011719,147109500,-11.170393083519214
2022-01-28,0.20320855614973263,187,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,282.1166687011719,134789100,1.7785821261227062
2022-01-31,0.31297709923664124,131,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,312.239990234375,104436000,7.334625778404417
2022-02-01,0.05263157894736842,114,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,310.4166564941406,73138200,-0.42343666222972187
2022-02-02,0.052083333333333336,96,309.3933410644531,310.5,296.4700012207031,301.8866577148437,301.8866577148437,66792900,-2.4262588599299013
2022-02-03,0.07,100,294.0,312.3333435058594,293.50665283203125,297.0466613769531,297.0466613769531,78855600,1.0362793799160288
2022-02-04,0.20987654320987653,81,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,307.7733459472656,73625400,2.90898961075139
2022-02-07,0.18072289156626506,83,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,302.4466552734375,60994500,-1.7807091003691684
2022-02-08,0.2727272727272727,110,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,307.3333435058594,50729100,1.8188312737430192
2022-02-09,0.13793103448275862,87,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,310.6666564941406,52259400,-0.3208556254457076
2022-02-10,0.11764705882352941,68,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,301.51666259765625,66126900,-0.4205376370854429
2022-02-11,0.10101010101010101,99,303.2099914550781,305.32000732421875,283.5666809082031,286.6666564941406,286.6666564941406,79645800,-5.456065244270972
2022-02-14,0.14912280701754385,114,287.19000244140625,299.6266784667969,284.3833312988281,291.9200134277344,291.9200134277344,67756500,1.6469970911655123
2022-02-15,0.375,88,300.0,307.6666564941406,297.7933349609375,307.4766540527344,307.4766540527344,57286200,2.492218017578125
2022-02-16,0.14666666666666667,75,304.6833190917969,308.8099975585937,300.4033203125,307.7966613769531,307.7966613769531,51294300,1.021828925336816
2022-02-17,0.12745098039215685,102,304.4200134277344,306.1666564941406,291.3666687011719,292.1166687011719,292.1166687011719,55178400,-4.041568945493515
2022-02-18,0.1411764705882353,85,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,285.6600036621094,68501700,-3.2753971254715712
2022-02-22,0.1262135922330097,103,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,273.84332275390625,83288100,-1.5105602900430297
2022-02-23,0.025974025974025976,154,276.8099975585937,278.4333190917969,253.5200042724609,254.67999267578125,254.67999267578125,95256900,-7.994655206818561
2022-02-24,-0.009433962264150943,106,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,266.92333984375,135322200,14.332017908462035
2022-02-25,0.16393442622950818,61,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,269.9566650390625,76067700,0.07908179138924873
2022-02-28,0.3106796116504854,103,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,290.1433410644531,99006900,6.799914132456415
2022-03-01,0.2894736842105263,76,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,288.1233215332031,74766900,-0.6105761259471167
2022-03-02,0.12643678160919541,87,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,293.2966613769531,74643300,0.889776752745254
2022-03-03,0.1111111111111111,90,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,279.7633361816406,61623600,-4.492644276529529
2022-03-04,0.17757009345794392,107,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,279.42999267578125,66999600,-1.273112456649655
2022-03-07,0.10714285714285714,84,285.4333190917969,288.7133178710937,268.19000244140625,268.1933288574219,268.1933288574219,72494100,-6.0399361536452325
2022-03-08,0.07920792079207921,101,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,274.79998779296875,80399100,3.6290227450767376
2022-03-09,0.27906976744186046,86,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,286.3233337402344,59184000,2.3216778488356877
2022-03-10,0.14705882352941177,102,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,279.4333190917969,58648500,-1.544434175743177
2022-03-11,0.0425531914893617,94,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,265.1166687011719,67037100,-5.3380188455660615
2022-03-14,0.05319148936170213,94,260.2033386230469,266.8999938964844,252.01333618164065,255.4566650390625,255.4566650390625,71152200,-1.8242170177765544
2022-03-15,0.1717171717171717,99,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,267.2966613769531,66841200,3.433637820240302
2022-03-16,0.15853658536585366,82,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,280.07666015625,84028800,3.8603228880599727
2022-03-17,0.14814814814814814,81,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,290.5333251953125,66582900,4.8869365238871225
2022-03-18,0.32926829268292684,82,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,301.7966613769531,100414200,3.5334838186416473
2022-03-21,0.30303030303030304,99,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,307.0533447265625,81981600,0.6754237683287069
2022-03-22,0.38073394495412843,218,310.0,332.6199951171875,307.25,331.32666015625,331.32666015625,105868500,6.87956779233871
2022-03-23,0.31007751937984496,129,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,333.03668212890625,120676200,1.9562466985277231
2022-03-24,0.28,100,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,337.97332763671875,68920800,0.41496266550995276
2022-03-25,0.425,80,336.0,340.6000061035156,332.44000244140625,336.8800048828125,336.8800048828125,62031600,0.26190621512276785
2022-03-28,0.2193877551020408,196,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,363.9466552734375,102506100,2.510561529180834
2022-03-29,0.2912621359223301,103,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,366.5233459472656,73614900,-0.7599276330222468
2022-03-30,0.14285714285714285,98,363.7233276367188,371.3166809082031,361.3333435058594,364.663330078125,364.663330078125,59865000,0.2584388654733339
2022-03-31,0.32608695652173914,92,364.8566589355469,367.71331787109375,358.8800048828125,359.20001220703125,359.20001220703125,48992700,-1.5503750829212328
2022-04-01,0.18584070796460178,113,360.3833312988281,364.9166564941406,355.5466613769531,361.5299987792969,361.5299987792969,54263100,0.31817994365503516
2022-04-04,0.3181818181818182,154,363.1266784667969,383.3033447265625,357.510009765625,381.8166809082031,381.8166809082031,82035900,5.14696483340736
2022-04-05,0.1875,112,378.76666259765625,384.2900085449219,362.4333190917969,363.7533264160156,363.7533264160156,80075100,-3.9637427641271845
2022-04-06,0.2708333333333333,96,357.8233337402344,359.6666564941406,342.5666809082031,348.586669921875,348.586669921875,89348400,-2.581347538689254
2022-04-07,0.3055555555555556,144,350.7966613769531,358.86334228515625,340.5133361816406,352.4200134277344,352.4200134277344,79447200,0.4627615452237317
2022-04-08,0.43983402489626555,241,347.7366638183594,349.4800109863281,340.8133239746094,341.8299865722656,341.8299865722656,55013700,-1.6986064055584054
2022-04-11,0.19658119658119658,117,326.79998779296875,336.1566772460937,324.8800048828125,325.3099975585937,325.3099975585937,59357100,-0.45593338128243177
2022-04-12,0.20212765957446807,94,332.5466613769531,340.39666748046875,325.5333251953125,328.9833374023437,328.9833374023437,65976000,-1.0715260107724496
2022-04-13,0.21348314606741572,89,327.02667236328125,342.0799865722656,324.3666687011719,340.7900085449219,340.7900085449219,55121100,4.208628024796543
2022-04-14,0.03910614525139665,179,333.0966796875,337.57000732421875,327.39666748046875,328.3333435058594,328.3333435058594,58422300,-1.4300161100703332
2022-04-18,0.102803738317757,107,329.6766662597656,338.3066711425781,324.4700012207031,334.7633361816406,334.7633361816406,51715200,1.5429268863896501
2022-04-19,0.14432989690721648,97,335.0199890136719,344.9800109863281,331.77667236328125,342.7166748046875,342.7166748046875,49847700,2.2973810648359643
2022-04-20,0.2342857142857143,350,343.3333435058594,344.6666564941406,325.0833435058594,325.7333374023437,325.7333374023437,70711200,-5.126215218072846
2022-04-21,0.09223300970873786,206,358.24334716796875,364.0733337402344,332.1400146484375,336.260009765625,336.260009765625,105416400,-6.136425861395403
2022-04-22,0.03508771929824561,114,338.3033447265625,344.95001220703125,331.3333435058594,335.01666259765625,335.01666259765625,69696600,-0.9715192533974938
2022-04-25,0.11538461538461539,156,326.3233337402344,336.2066650390625,325.1000061035156,332.67333984375,332.67333984375,68341200,1.9459246235117431
2022-04-26,-0.013824884792626729,217,331.8099975585937,333.3333435058594,291.6666564941406,292.1400146484375,292.1400146484375,136133700,-11.955632199765454
2022-04-27,0.10569105691056911,123,299.52667236328125,306.0,292.4533386230469,293.836669921875,293.836669921875,76956300,-1.8996646931346148
2022-04-28,0.12318840579710146,138,299.99334716796875,300.0,273.8999938964844,292.5033264160156,292.5033264160156,124948500,-2.496728951712186
2022-04-29,0.09174311926605505,218,300.75,311.4666748046875,290.0,290.2533264160156,290.2533264160156,88133100,-3.490165780210931
2022-05-02,0.1553398058252427,103,286.92333984375,302.1199951171875,282.6766662597656,300.9800109863281,300.9800109863281,75781500,4.899103415648575
2022-05-03,0.18309859154929578,71,301.0599975585937,308.02667236328125,296.1966552734375,303.0833435058594,303.0833435058594,63709500,0.6720739931155713
2022-05-04,0.14893617021276595,94,301.3133239746094,318.5,295.09332275390625,317.5400085449219,317.5400085449219,81643800,5.385319293639954
2022-05-05,0.020202020202020204,99,313.00665283203125,315.20001220703125,285.8999938964844,291.09332275390625,291.09332275390625,92519100,-7.0009151178918705
2022-05-06,0.29838709677419356,124,295.6666564941406,296.0,281.03668212890625,288.54998779296875,288.54998779296875,72903000,-2.406990624359737
2022-05-09,0.136,125,278.8166809082031,281.8766784667969,260.3833312988281,262.3699951171875,262.3699951171875,90810300,-5.898745275011178
2022-05-10,0.03424657534246575,146,273.10333251953125,275.1199951171875,258.0833435058594,266.67999267578125,266.67999267578125,84401700,-2.3519814952425118
2022-05-11,0.029197080291970802,137,265.0,269.92333984375,242.3999938964844,244.6666717529297,244.6666717529297,97224600,-7.672954055498231
2022-05-12,0.08029197080291971,137,233.6666717529297,253.22000122070312,226.6666717529297,242.6666717529297,242.6666717529297,140313000,3.8516404297127402
2022-05-13,0.10810810810810811,111,257.82666015625,262.45001220703125,250.52333068847656,256.5299987792969,256.5299987792969,92150700,-0.5029198206916665
2022-05-16,-0.09821428571428571,112,255.72000122070312,256.586669921875,239.69667053222656,241.4566650390625,241.4566650390625,86098500,-5.577716296556103
2022-05-17,0.047058823529411764,85,249.1199951171875,254.82666015625,242.9499969482422,253.8699951171875,253.8699951171875,80236200,1.9067116622917288
2022-05-18,-0.061068702290076333,131,248.17333984375,253.5,233.60333251953125,236.60333251953125,236.60333251953125,87811800,-4.662066977662963
2022-05-19,-0.028169014084507043,142,235.6666717529297,244.6666717529297,231.3699951171875,236.47332763671875,236.47332763671875,90296700,0.3422867891284821
2022-05-20,0.004132231404958678,242,237.9966735839844,240.52667236328125,211.0,221.3000030517578,221.3000030517578,144973200,-7.01550583913294
2022-05-23,0.036231884057971016,138,218.33999633789065,226.65333557128903,212.6866607666016,224.96665954589844,224.96665954589844,88903500,3.035020298229159
2022-05-24,0.04929577464788732,142,217.8433380126953,217.97332763671875,206.85667419433597,209.3866729736328,209.3866729736328,89092500,-3.8819938751441962
2022-05-25,0.125,128,207.9499969482422,223.10667419433597,207.6699981689453,219.6000061035156,219.6000061035156,92139300,5.602312732023288
2022-05-26,0.36046511627906974,86,220.47332763671875,239.55667114257807,217.8866729736328,235.91000366210935,235.91000366210935,106003200,7.001607038301759
2022-05-27,0.37755102040816324,98,241.0833282470703,253.26666259765625,240.1766662597656,253.2100067138672,253.2100067138672,89295000,5.030077589757283
2022-05-31,0.36231884057971014,69,257.9466552734375,259.6000061035156,244.7433319091797,252.7533264160156,252.7533264160156,101914500,-2.0133344438665786
2022-06-01,0.09782608695652174,92,251.72000122070312,257.32666015625,243.63999938964844,246.7899932861328,246.7899932861328,77247900,-1.9585284882657292
2022-06-02,0.248,125,244.1566619873047,264.2099914550781,242.0666656494141,258.3333435058594,258.3333435058594,93473100,5.806387342931411
2022-06-03,-0.16336633663366337,202,243.22666931152344,247.79666137695312,233.4166717529297,234.51666259765625,234.51666259765625,112393800,-3.581024539176441
2022-06-06,0.0375,80,244.35333251953125,244.86666870117188,234.3500061035156,238.27999877929688,238.27999877929688,84204600,-2.4854720324916917
2022-06-07,0.189873417721519,79,234.0,239.9966735839844,230.0933380126953,238.8866729736328,238.8866729736328,72808500,2.088321783603766
2022-06-08,0.16470588235294117,85,240.086669921875,249.9633331298828,239.1766662597656,241.86666870117188,241.86666870117188,76210500,0.7413984207770021
2022-06-09,0.28688524590163933,122,249.33999633789065,255.54666137695312,239.32666015625,239.7066650390625,239.7066650390625,96491400,-3.8635323014016723
2022-06-10,0.21739130434782608,138,235.1566619873047,239.5,227.913330078125,232.22999572753903,232.22999572753903,97536600,-1.2445602157440279
2022-06-13,0.08333333333333333,108,223.1666717529297,226.63333129882807,214.68333435058597,215.73666381835935,215.73666381835935,102767400,-3.329353740954736
2022-06-14,0.2602739726027397,73,218.2866668701172,226.3300018310547,211.73666381835935,220.88999938964844,220.88999938964844,97988700,1.1926209497166675
2022-06-15,0.2159090909090909,88,220.9166717529297,235.663330078125,218.1499938964844,233.0,233.0,119131800,5.469631672065089
2022-06-16,-0.023809523809523808,84,222.73666381835935,225.1666717529297,208.69332885742188,213.1000061035156,213.1000061035156,107390700,-4.326480225412013
2022-06-17,-0.05263157894736842,57,213.43333435058597,220.97000122070312,213.19667053222656,216.75999450683597,216.75999450683597,92641800,1.5586413276876527
2022-06-21,0.4090909090909091,88,224.60333251953125,243.57666015625,224.3333282470703,237.0366668701172,237.0366668701172,122793000,5.53568560675953
2022-06-22,0.14285714285714285,98,234.5033264160156,246.8333282470703,233.82666015625,236.086669921875,236.086669921875,101107500,0.675190211609411
2022-06-23,-0.07692307692307693,78,237.9066619873047,239.3166656494141,228.6366729736328,235.07000732421875,235.07000732421875,104202600,-1.1923393146667363
2022-06-24,0.09259259259259259,54,237.47000122070312,246.0666656494141,236.086669921875,245.7066650390625,245.7066650390625,95770800,3.4685070855346787
2022-06-27,0.34782608695652173,46,249.36666870117188,252.07000732421875,242.5666656494141,244.9199981689453,244.9199981689453,89178300,-1.7831856019038466
2022-06-28,0.25,68,244.48333740234372,249.97000122070312,232.3433380126953,232.663330078125,232.663330078125,90391200,-4.834688306290034
2022-06-29,0.1375,80,230.5,231.17333984375,222.27333068847656,228.4900054931641,228.4900054931641,82897200,-0.8720149704277264
2022-06-30,0.1038961038961039,77,224.50999450683597,229.4566650390625,218.8633270263672,224.47332763671875,224.47332763671875,94600500,-0.01633195448503718
2022-07-01,0.35526315789473684,76,227.0,230.22999572753903,222.1199951171875,227.26333618164065,227.26333618164065,74460300,0.11600712847605876
2022-07-05,0.18604651162790697,86,223.0,233.14666748046875,216.1666717529297,233.0666656494141,233.0666656494141,84581100,4.514199842786588
2022-07-06,0.3076923076923077,78,230.77999877929688,234.56333923339844,227.1866607666016,231.73333740234372,231.73333740234372,71853600,0.4130941277794868
2022-07-07,0.08695652173913043,69,233.9199981689453,245.3633270263672,232.2100067138672,244.5433349609375,244.5433349609375,81930600,4.5414401826044974
2022-07-08,0.23684210526315788,114,242.3333282470703,254.97999572753903,241.16000366210935,250.76333618164065,250.76333618164065,101854200,3.478682852065461
2022-07-11,-0.06666666666666667,90,252.10333251953125,253.06333923339844,233.6266632080078,234.3433380126953,234.3433380126953,99241200,-7.0447281792516625
2022-07-12,0.09090909090909091,77,236.8466644287109,239.77333068847656,228.3699951171875,233.07000732421875,233.07000732421875,87930900,-1.5945578602939985
2022-07-13,0.07207207207207207,111,225.5,242.05999755859372,225.0333404541016,237.0399932861328,237.0399932861328,97954500,5.117513652387057
2022-07-14,0.1875,80,234.89666748046875,238.65333557128903,229.3333282470703,238.31333923339844,238.31333923339844,78557400,1.4545424545939025
2022-07-15,0.14492753623188406,69,240.0,243.6233367919922,236.88999938964844,240.0666656494141,240.0666656494141,69683100,0.027777353922537884
2022-07-18,0.2903225806451613,62,244.9366607666016,250.51666259765625,239.60333251953125,240.54666137695312,240.54666137695312,82537500,-1.7922998443388045
2022-07-19,0.18681318681318682,91,245.0,247.13999938964844,236.97666931152344,245.52999877929688,245.52999877929688,80890200,0.21632603236607142
